seed,noise_level,true_degree,true_coefficients,selected_degree,selected_coefficients,c1,c2,source_file,true_coeff_0,true_coeff_1,true_coeff_2,true_coeff_3,true_coeff_4,true_coeff_5,true_coeff_6
25,low,1,"[-17.980093820716554, -26.00079057954132]",1,"[-17.747078356768828, -26.074551955815092]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-17.980093820716554,-26.00079057954132,,,,,
26,low,1,"[12.749080888916149, 10.754001465930129]",1,"[12.656889845570417, 11.06644956413875]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,12.749080888916149,10.754001465930129,,,,,
27,low,1,"[14.655581033667424, 12.81712548909134]",1,"[14.217791741698292, 13.550951327759247]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,14.655581033667424,12.81712548909134,,,,,
28,low,1,"[44.57745347856792, -20.408845691816843]",2,"[46.5988433537083, -29.248841072818074, 6.413655964566971]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,44.57745347856792,-20.408845691816843,,,,,
29,low,1,"[-7.499313758427199, -27.089197351660605]",1,"[-7.615797236904479, -26.92058209482754]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-7.499313758427199,-27.089197351660605,,,,,
30,low,1,"[-6.255638580717738, 21.283351104400516]",1,"[-5.799009424792294, 20.854591825898382]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,-6.255638580717738,21.283351104400516,,,,,
31,low,1,"[-7.85766653820645, 12.26777226055105]",2,"[-8.285124019821254, 15.893087214382076, -4.055804805204746]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,-7.85766653820645,12.26777226055105,,,,,
32,low,1,"[43.71389928202569, 14.925275787999569]",1,"[43.474948019389714, 15.26272072247426]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,43.71389928202569,14.925275787999569,,,,,
33,low,1,"[5.230161422613041, -9.978259808645054]",1,"[4.949611606279555, -9.56595988279815]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,5.230161422613041,-9.978259808645054,,,,,
34,low,1,"[15.849621281054851, -12.458078005329474]",1,"[16.163378859969146, -12.806276411302518]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,15.849621281054851,-12.458078005329474,,,,,
35,low,1,"[-30.83914509873053, -12.159244635471094]",1,"[-30.707826319389696, -12.725581368988589]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-30.83914509873053,-12.159244635471094,,,,,
36,low,1,"[54.29677992945783, 21.158534655933305]",2,"[54.369927244343586, 18.984476216617868, 2.3679676486656334]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,54.29677992945783,21.158534655933305,,,,,
37,low,1,"[-9.79410972074242, -16.156624683610087]",1,"[-10.205106117886865, -15.733995248089856]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-9.79410972074242,-16.156624683610087,,,,,
38,low,1,"[-19.58735651788989, 14.092442941321496]",1,"[-20.104953206222135, 14.904327941368463]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-19.58735651788989,14.092442941321496,,,,,
39,low,1,"[-33.0624932933077, 18.1677626303142]",1,"[-33.36711770264854, 18.521873319066433]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-33.0624932933077,18.1677626303142,,,,,
40,low,1,"[45.17314285830147, -16.245827396466645]",1,"[44.55862547734206, -15.376248226966666]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,45.17314285830147,-16.245827396466645,,,,,
41,low,1,"[-14.535809367635403, -21.345500377118032]",1,"[-15.03710721824348, -20.45194501940356]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-14.535809367635403,-21.345500377118032,,,,,
42,low,1,"[-12.631911882140257, -14.607973733967931]",2,"[-11.683821129327681, -19.066533799607953, 3.213798296178609]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-12.631911882140257,-14.607973733967931,,,,,
43,low,1,"[9.229513529726734, 12.15191508015348]",1,"[9.1511726910549, 12.536041683628401]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,9.229513529726734,12.15191508015348,,,,,
44,low,1,"[-18.52921574279108, 20.460062274999792]",1,"[-18.441975109184902, 20.238515388257866]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-18.52921574279108,20.460062274999792,,,,,
45,low,1,"[-7.090422621159458, 13.405406698584445]",1,"[-7.237541922366634, 13.189644136815472]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-7.090422621159458,13.405406698584445,,,,,
46,low,1,"[-23.333609930425943, -20.509516279717907]",1,"[-23.999480397831775, -19.725112447486893]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-23.333609930425943,-20.509516279717907,,,,,
47,low,1,"[-15.07087667294846, 17.18028827122913]",1,"[-15.346957474124382, 17.017149737895704]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-15.07087667294846,17.18028827122913,,,,,
48,low,1,"[19.667918216535814, -18.01617951494045]",1,"[19.240382969119548, -17.264761649267253]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,19.667918216535814,-18.01617951494045,,,,,
49,low,1,"[-8.645674792898971, -11.71972337300575]",1,"[-8.956121094040633, -10.948050276006496]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-8.645674792898971,-11.71972337300575,,,,,
50,low,1,"[-13.291544260869202, 12.598969107483107]",1,"[-13.353509494247705, 12.69367229824936]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,-13.291544260869202,12.598969107483107,,,,,
51,low,1,"[40.120401187192485, 19.62462657187297]",1,"[39.60214949041203, 20.638815874071113]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,40.120401187192485,19.62462657187297,,,,,
52,low,1,"[4.134113832364855, -14.269980989056243]",1,"[3.867279998681789, -14.545392887275744]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,4.134113832364855,-14.269980989056243,,,,,
53,low,1,"[-40.71337802134314, -20.841575958189072]",1,"[-40.410729687318316, -21.539621396115383]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-40.71337802134314,-20.841575958189072,,,,,
54,low,1,"[23.87377957555551, -19.715101277325925]",1,"[23.9348242370787, -19.85218565926578]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,23.87377957555551,-19.715101277325925,,,,,
55,low,1,"[-7.885347800473366, -9.002666543539476]",1,"[-7.686851570783328, -9.484003134026077]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-7.885347800473366,-9.002666543539476,,,,,
56,low,1,"[-8.55971266289064, -15.270222306876876]",1,"[-8.305706597353785, -15.85081002586021]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,-8.55971266289064,-15.270222306876876,,,,,
57,low,1,"[-6.703325294057545, -10.790098337812914]",1,"[-6.709597026290255, -10.760813232820274]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,-6.703325294057545,-10.790098337812914,,,,,
58,low,1,"[5.819191043474481, 15.067075534109328]",1,"[6.450242702816551, 13.974700925915908]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,5.819191043474481,15.067075534109328,,,,,
59,low,1,"[28.682028107092584, -17.76230690024765]",1,"[28.897399067636627, -18.40457335781876]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,28.682028107092584,-17.76230690024765,,,,,
60,low,1,"[28.117006424858108, -14.441499356012852]",1,"[27.907442541586533, -14.027974352244692]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,28.117006424858108,-14.441499356012852,,,,,
61,low,1,"[27.418520005910505, -12.953223436550491]",1,"[27.72186262859871, -13.593188474426107]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,27.418520005910505,-12.953223436550491,,,,,
62,low,1,"[11.892426663649236, 9.055038879815145]",1,"[12.131845166422309, 8.80393139159067]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,11.892426663649236,9.055038879815145,,,,,
63,low,1,"[-26.576763574736837, -17.879858465887445]",1,"[-26.788271304126656, -18.090270641931955]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-26.576763574736837,-17.879858465887445,,,,,
64,low,1,"[-15.931799808447632, -18.96385766462524]",1,"[-15.984859448946178, -18.81450400316451]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-15.931799808447632,-18.96385766462524,,,,,
65,low,1,"[-6.011662067988126, 11.822113477037751]",1,"[-6.735794234101161, 13.481666100870179]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-6.011662067988126,11.822113477037751,,,,,
66,low,1,"[-22.41813396187143, 13.107022620155616]",1,"[-22.118192267330492, 13.0829247149174]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,-22.41813396187143,13.107022620155616,,,,,
67,low,1,"[-22.684946524250844, 16.704359343257586]",2,"[-24.157129570595565, 24.019728604642477, -6.435932912359393]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-22.684946524250844,16.704359343257586,,,,,
68,low,1,"[42.87284719621, -13.822482832342038]",1,"[42.58008636152907, -12.696159429043567]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,42.87284719621,-13.822482832342038,,,,,
69,low,1,"[21.187464933658735, -11.64020433540335]",1,"[20.927662295002943, -11.670107592866195]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,21.187464933658735,-11.64020433540335,,,,,
70,low,1,"[-21.28761859240155, 16.563651962367057]",1,"[-20.852647424717237, 16.118882986463092]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-21.28761859240155,16.563651962367057,,,,,
71,low,1,"[10.52823183935264, -9.449065038611057]",1,"[10.289667295500943, -8.731622961881714]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,10.52823183935264,-9.449065038611057,,,,,
72,low,1,"[12.409928705968948, -14.495510914994286]",1,"[12.78734772772842, -15.67996354562472]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,12.409928705968948,-14.495510914994286,,,,,
73,low,1,"[43.75320112280712, 32.62703320088319]",1,"[43.34160272995283, 32.845677321674955]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,43.75320112280712,32.62703320088319,,,,,
74,low,1,"[7.042568846829281, -11.865468099200138]",1,"[6.663629858555432, -11.624386746740901]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,7.042568846829281,-11.865468099200138,,,,,
75,low,1,"[-18.015762843636345, 11.788569287440827]",1,"[-17.851702250681168, 11.763641680766037]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-18.015762843636345,11.788569287440827,,,,,
76,low,1,"[-8.8591369228597, -9.818845330603311]",2,"[-9.721725989605186, -5.311561954582248, -4.071697345029921]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-8.8591369228597,-9.818845330603311,,,,,
77,low,1,"[-28.84352661237284, -17.273850932918332]",2,"[-28.91977090344918, -14.565667976863248, -4.453953526855585]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-28.84352661237284,-17.273850932918332,,,,,
78,low,1,"[-20.91471260246208, -18.9182511897643]",1,"[-21.15767969638089, -18.640948963361883]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,-20.91471260246208,-18.9182511897643,,,,,
79,low,1,"[-41.1055135785035, -17.044811401880068]",1,"[-41.121139020252485, -17.496698525511604]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-41.1055135785035,-17.044811401880068,,,,,
80,low,1,"[-12.134852846470492, 18.006763866056417]",1,"[-12.641285810168846, 18.06560992570556]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-12.134852846470492,18.006763866056417,,,,,
81,low,1,"[15.122432943261495, -12.748762101308523]",1,"[15.174859286164246, -12.807408339922201]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,15.122432943261495,-12.748762101308523,,,,,
82,low,1,"[14.969951863002798, 12.230685748309186]",1,"[15.265154955317419, 11.928906536154965]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,14.969951863002798,12.230685748309186,,,,,
83,low,1,"[14.540705303405332, 17.778653467455612]",1,"[14.359178017740048, 18.470775701118345]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,14.540705303405332,17.778653467455612,,,,,
84,low,1,"[11.555536448486906, 12.41132548278516]",1,"[10.988384354264593, 12.990982371634582]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,11.555536448486906,12.41132548278516,,,,,
85,low,1,"[-52.28491325421651, 52.26795252740783]",1,"[-53.102113119160286, 53.22321451423584]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-52.28491325421651,52.26795252740783,,,,,
86,low,1,"[15.47699000311198, -11.889154933511453]",1,"[15.860633845561757, -12.333525180282258]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,15.47699000311198,-11.889154933511453,,,,,
87,low,1,"[9.062948015280806, 12.334190430510407]",1,"[9.067955947681888, 12.404408496175632]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,9.062948015280806,12.334190430510407,,,,,
88,low,1,"[42.99676162714604, -36.75306354309099]",1,"[43.16180518270676, -36.94718450110247]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,42.99676162714604,-36.75306354309099,,,,,
89,low,1,"[-17.438900242799487, -16.472708503960078]",1,"[-17.497507796438732, -17.106058601549844]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-17.438900242799487,-16.472708503960078,,,,,
90,low,1,"[12.842972756502432, -14.70131882296098]",1,"[12.794963245529157, -14.247991350838006]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,12.842972756502432,-14.70131882296098,,,,,
91,low,1,"[5.662059091397074, 10.606467197963422]",1,"[5.741329193514953, 9.93121011624534]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,5.662059091397074,10.606467197963422,,,,,
92,low,1,"[-15.66732187881564, -17.548218379223183]",1,"[-15.35374516054499, -18.305670016522352]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,-15.66732187881564,-17.548218379223183,,,,,
93,low,1,"[-18.181206136941224, -18.207333372447906]",1,"[-17.673685505170685, -18.92389312824415]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-18.181206136941224,-18.207333372447906,,,,,
94,low,1,"[-9.422172252438733, -22.458071802072787]",1,"[-9.21412152858951, -22.381986130135306]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-9.422172252438733,-22.458071802072787,,,,,
95,low,1,"[8.560828259057292, -12.701944674934232]",1,"[9.070814338252434, -13.044614171615914]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,8.560828259057292,-12.701944674934232,,,,,
96,low,1,"[-17.799037470941578, 11.968647610193091]",1,"[-18.01678474507652, 12.223317661100799]",0.5,0.5,polynomial_params_deg1_noise_level_low.csv,-17.799037470941578,11.968647610193091,,,,,
97,low,1,"[16.895331821511423, 17.786020185107823]",1,"[17.346857362636126, 16.99531038526612]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,16.895331821511423,17.786020185107823,,,,,
98,low,1,"[-12.666388808546088, -23.252435111702614]",1,"[-12.986010725608093, -22.615175867432768]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-12.666388808546088,-23.252435111702614,,,,,
99,low,1,"[11.005838625580608, 30.365618343359667]",1,"[11.601702174242721, 29.07560808160735]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,11.005838625580608,30.365618343359667,,,,,
100,low,1,"[23.461430089111516, 12.851392451287692]",1,"[22.86186727458475, 13.836884840079385]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,23.461430089111516,12.851392451287692,,,,,
101,low,1,"[9.867540356308025, -16.51938748019921]",1,"[9.790962226150155, -16.637620353941426]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,9.867540356308025,-16.51938748019921,,,,,
102,low,1,"[9.017659487548665, 20.390018838639023]",1,"[9.210827723282264, 19.670363966391136]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,9.017659487548665,20.390018838639023,,,,,
103,low,1,"[-7.333997645266139, 13.332144423550153]",1,"[-7.604375272533349, 13.90382458434634]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,-7.333997645266139,13.332144423550153,,,,,
104,low,1,"[-11.549589366008542, 12.150804804575724]",1,"[-11.463987868111492, 11.885267888637904]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,-11.549589366008542,12.150804804575724,,,,,
105,low,1,"[-31.03407213319052, -16.55453251898648]",3,"[-29.977674448907038, -30.862866467948486, 42.45513946288099, -32.9986986747681]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-31.03407213319052,-16.55453251898648,,,,,
106,low,1,"[-10.131649223693122, 12.63738795665091]",1,"[-10.406891533683664, 13.17429829771067]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,-10.131649223693122,12.63738795665091,,,,,
107,low,1,"[10.215663025422394, 12.545755752480892]",1,"[10.327142536935376, 11.920268984463691]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,10.215663025422394,12.545755752480892,,,,,
108,low,1,"[10.113584994686876, -13.656847934529774]",1,"[10.089653626794416, -13.45518225378063]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,10.113584994686876,-13.656847934529774,,,,,
109,low,1,"[-15.741419760285655, -42.42421190785736]",2,"[-15.567685093601671, -45.431359101254785, 2.6616996958631205]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,-15.741419760285655,-42.42421190785736,,,,,
110,low,1,"[23.79114485463479, -16.10078750312655]",1,"[23.64809149674865, -16.015260042184536]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,23.79114485463479,-16.10078750312655,,,,,
111,low,1,"[6.001694585333285, 13.258449585104906]",2,"[5.449588821912882, 16.38259549991366, -3.441391244982916]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,6.001694585333285,13.258449585104906,,,,,
112,low,1,"[-4.065452544063095, -11.682041350646642]",1,"[-3.6742451517313928, -12.341670876851875]",0.5714285714285714,0.4285714285714285,polynomial_params_deg1_noise_level_low.csv,-4.065452544063095,-11.682041350646642,,,,,
113,low,1,"[3.3920300196222097, 15.465005922865382]",1,"[2.6917865022134144, 16.687530466811072]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,3.3920300196222097,15.465005922865382,,,,,
114,low,1,"[12.977290459617985, -13.515612594420649]",1,"[12.758347406986267, -12.540427325113443]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,12.977290459617985,-13.515612594420649,,,,,
115,low,1,"[-23.95226356271166, -16.28609300455767]",1,"[-23.76393015996392, -16.42575288932723]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,-23.95226356271166,-16.28609300455767,,,,,
116,low,1,"[14.21738661842621, 12.14287375558036]",3,"[13.91979351630612, 22.08073779262174, -34.105999710035505, 25.45213654280016]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,14.21738661842621,12.14287375558036,,,,,
117,low,1,"[-29.91489700030801, 12.95499723801559]",1,"[-29.749090730752698, 12.065686172521351]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,-29.91489700030801,12.95499723801559,,,,,
118,low,1,"[19.98249079992748, 15.28156689525115]",1,"[19.495942790325373, 16.269821948174233]",0.2,0.8,polynomial_params_deg1_noise_level_low.csv,19.98249079992748,15.28156689525115,,,,,
119,low,1,"[17.18172488428114, -15.029970187276776]",1,"[16.83585410023352, -14.816438486336985]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,17.18172488428114,-15.029970187276776,,,,,
120,low,1,"[5.844452064359772, -11.445118986006612]",1,"[5.671755004767665, -11.09360429493076]",0.8,0.2,polynomial_params_deg1_noise_level_low.csv,5.844452064359772,-11.445118986006612,,,,,
121,low,1,"[24.68683295054826, 12.067660735621276]",1,"[25.081288824358104, 11.254265673362209]",0.0,1.0,polynomial_params_deg1_noise_level_low.csv,24.68683295054826,12.067660735621276,,,,,
122,low,1,"[17.798728685005646, -17.740638563130258]",1,"[17.404722520854, -16.67141215020792]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,17.798728685005646,-17.740638563130258,,,,,
123,low,1,"[-20.213724595282823, 19.548868205821314]",1,"[-19.556616717195002, 18.340980738645776]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,-20.213724595282823,19.548868205821314,,,,,
124,low,1,"[11.149114135109278, -11.69667014828846]",1,"[10.9801209141578, -11.545289614206101]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,11.149114135109278,-11.69667014828846,,,,,
125,low,1,"[10.51438598955152, -20.66330908224092]",1,"[10.619835394844868, -20.8313345293262]",0.6666666666666666,0.3333333333333333,polynomial_params_deg1_noise_level_low.csv,10.51438598955152,-20.66330908224092,,,,,
126,low,1,"[-7.318406729931183, -18.735222963345727]",1,"[-7.281483397899155, -19.642052449703083]",1.0,0.0,polynomial_params_deg1_noise_level_low.csv,-7.318406729931183,-18.735222963345727,,,,,
127,low,1,"[-12.182195721606655, -11.4595321980495]",1,"[-12.78915338173333, -10.83981935115352]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-12.182195721606655,-11.4595321980495,,,,,
128,low,1,"[-13.284113145009412, -13.055592051705894]",2,"[-12.149808318499737, -18.106603649418048, 4.4696034623620085]",0.4285714285714285,0.5714285714285714,polynomial_params_deg1_noise_level_low.csv,-13.284113145009412,-13.055592051705894,,,,,
129,low,1,"[-24.46707125393446, -15.55755536117668]",1,"[-24.638856057125174, -16.077140333075956]",0.3333333333333333,0.6666666666666666,polynomial_params_deg1_noise_level_low.csv,-24.46707125393446,-15.55755536117668,,,,,
