noise_level,degree,local_id,target_noise,noise_actual,seed,coeff_scale,coeff_offset,coeff_mean,coeff_std,coeff_max,deviation
low,1,26,0.229416,0.22941600000000004,27,2.5880299241793625,3.4066679695825686,13.736353261379382,0.9192277722880418,14.655581033667424,2.7755575615628914e-17
low,1,27,0.229416,0.22941599999999995,28,3.8618577176143,2.5959667274484515,12.084303893375537,32.493149585192384,44.57745347856792,5.551115123125783e-17
low,1,28,0.229416,0.22941599999999998,29,4.427791939394348,1.7116990887284058,-17.294255555043904,9.794941796616703,27.089197351660605,2.7755575615628914e-17
low,1,29,0.229416,0.229416,30,3.5054028514870073,2.0183951668323727,7.513856261841387,13.769494842559126,21.283351104400513,0.0
low,2,0,0.229416,0.229416,31,2.0014260509741657,3.8659378128608006,-17.057274604573568,26.444397917714625,42.46285025822588,0.0
low,2,1,0.229416,0.22941600000000004,32,4.407334922630767,1.992675695920896,0.2671541237249748,13.677179087805895,18.206494833720757,2.7755575615628914e-17
low,2,2,0.229416,0.22941599999999995,33,1.8437425352384658,2.2399213473625457,7.507364046443267,16.471984515586605,22.681476395631346,5.551115123125783e-17
low,2,3,0.229416,0.22941599999999998,34,0.9619590597019206,3.29632147367896,19.921063025679967,46.95281852287295,55.47571865989791,2.7755575615628914e-17
low,2,4,0.229416,0.22941599999999993,35,2.7238307825411807,1.7867187422877173,-22.824099950586646,50.785263467641414,72.46607017290506,8.326672684688674e-17
low,2,5,0.229416,0.229416,36,3.859730204702048,2.7251654795846827,10.082419712895549,1.953307410568354,12.840131619077077,0.0
low,2,6,0.229416,0.229416,37,4.766885732000689,2.285114157774104,-10.66468100225154,5.278629395128997,16.016994714921527,0.0
low,2,7,0.229416,0.22941600000000004,38,2.4160471019703236,3.551065109089981,0.3389460238926576,8.679836078506538,11.935764479406334,2.7755575615628914e-17
low,2,8,0.229416,0.22941599999999995,39,3.09693445581049,3.353276868104337,-12.291209375128021,62.2841900040376,74.01487485697415,5.551115123125783e-17
low,2,9,0.229416,0.22941600000000004,40,2.512285517937202,0.9771713283579523,-3.6231354668816693,6.693638501670169,11.471817671949834,2.7755575615628914e-17
low,2,10,0.229416,0.22941600000000006,41,1.8538792197287488,0.9475066261523577,1.7711733644972771,43.80845027336514,62.492171535590074,5.551115123125783e-17
low,2,11,0.229416,0.22941599999999998,42,2.3730684991589226,3.842285780511732,-7.714657852060495,0.4916412652337767,8.389994261775417,2.7755575615628914e-17
low,2,12,0.229416,0.22941599999999995,43,1.2832291788370718,2.7490129256943403,22.158972484769652,51.99305885154634,69.09437502579635,5.551115123125783e-17
low,2,13,0.229416,0.22941599999999995,44,4.306337024395728,1.1353475339835832,-8.966981450289325,26.58459171435419,46.558911622478384,5.551115123125783e-17
low,2,14,0.229416,0.22941599999999998,45,4.95384835659752,2.5585431259031215,-12.690403415345644,23.15974918237783,29.49235206622824,2.7755575615628914e-17
low,2,15,0.229416,0.22941599999999995,46,4.092095873384153,2.831467859368737,-9.283522889235904,1.4247045170629091,10.97476173792498,5.551115123125783e-17
low,2,16,0.229416,0.22941600000000004,47,1.276651581953328,3.918345902196662,3.369162031814684,7.327519633549345,9.179948215451912,2.7755575615628914e-17
low,2,17,0.229416,0.22941600000000004,48,0.8734591379108411,3.6530344549768268,-3.1376156300203064,9.108524994415497,10.639828380042845,2.7755575615628914e-17
low,2,18,0.229416,0.22941599999999998,49,2.064050714594841,1.5905978622778063,-7.2044975435924075,2.538591097955968,10.257808575328113,2.7755575615628914e-17
low,2,19,0.229416,0.229416,50,2.87732691125969,1.529865934237876,-8.697678752389526,18.35871687705624,25.238882435636697,0.0
low,2,20,0.229416,0.22941600000000004,51,3.6380719451149197,0.9430789830494274,9.021443642944293,1.665423901796184,10.954407940750071,2.7755575615628914e-17
low,2,21,0.229416,0.229416,52,4.257063430981126,0.8835775410235756,-3.8190404491955277,4.641526877917095,8.108484893947551,0.0
low,2,22,0.229416,0.22941600000000004,53,4.355982110282563,2.5957297288481094,-23.16226074917176,60.78980768424609,74.88053080885302,2.7755575615628914e-17
low,2,23,0.229416,0.22941599999999998,54,2.5647684619912505,1.962366390288274,-0.39389402394754214,13.13931813431941,18.034671510692615,2.7755575615628914e-17
low,2,24,0.229416,0.22941600000000004,55,1.1910548040218036,3.90929894396732,-14.140044055090321,32.74767605416974,40.41095908904837,2.7755575615628914e-17
low,2,25,0.229416,0.229416,56,4.933605772278822,1.8669192512468908,-7.577040371650163,17.606748230264053,29.205269976819856,0.0
low,2,26,0.229416,0.22941600000000004,57,1.1668685001891352,1.5375267185655297,-5.076835677454016,0.5886292038942541,5.535245535842819,2.7755575615628914e-17
low,2,27,0.229416,0.22941599999999998,58,2.3334434486953146,2.243858930858681,6.353644509308201,2.33192019654077,9.375173481156116,2.7755575615628914e-17
low,2,28,0.229416,0.22941600000000006,59,4.680947485412586,1.3051858577113342,13.564755863504667,22.442972139478226,33.90007031925793,5.551115123125783e-17
low,2,29,0.229416,0.22941599999999995,60,2.063667986195799,1.3982266122940097,-3.3874837479224413,5.228144414034954,7.924889819299111,5.551115123125783e-17
low,3,0,0.229416,0.22941600000000004,61,4.262771798835784,1.3803191439910392,2.7495791700837025,27.103934611150105,44.839663979134976,2.7755575615628914e-17
low,3,1,0.229416,0.229416,62,0.941769783777475,2.365144025489871,2.901065128782816,0.3890045161354244,3.4007684923284267,0.0
low,3,2,0.229416,0.229416,63,3.1265522945024626,2.0679932598571735,-5.68050201847786,6.985288747094143,12.368961128450414,0.0
low,3,3,0.229416,0.229416,64,2.3922138068218346,2.614714134974765,-9.845849930719428,14.834388746493067,22.869618973291622,0.0
low,3,4,0.229416,0.22941600000000004,65,1.7183092106182656,0.9004887024082578,-6.356213574686174,26.35979115058406,36.6757286509726,2.7755575615628914e-17
low,3,5,0.229416,0.22941600000000004,66,1.4480078281513584,1.227838594240211,1.090334427495843,12.980945592485678,16.98035668300859,2.7755575615628914e-17
low,3,6,0.229416,0.229416,67,3.09257600572691,3.5483411538923493,2.7524177128006557,5.132216857390842,7.061095088021169,0.0
low,3,7,0.229416,0.22941600000000004,68,1.8893601737834624,0.9387553637180809,-2.07939942731658,4.791198111513691,7.066763550576112,2.7755575615628914e-17
low,3,8,0.229416,0.22941600000000004,69,2.044246479024221,3.3890166901546452,-0.8799657004729027,9.744915651855619,12.285938494003721,2.7755575615628914e-17
low,3,9,0.229416,0.22941600000000004,70,4.6954182621996265,3.59176414210949,-2.6833218567268267,28.47870238981492,37.9755658849132,2.7755575615628914e-17
low,3,10,0.229416,0.22941599999999998,71,1.5794161542378653,2.037117769734624,0.3087558875707819,11.094753484715216,13.038169338054551,2.7755575615628914e-17
low,3,11,0.229416,0.22941600000000004,72,1.2483004494723051,2.9898964264918,0.9838222166389405,18.807927869864177,21.32971714656205,2.7755575615628914e-17
low,3,12,0.229416,0.22941600000000004,73,3.4992976463015317,2.5235869791006302,-5.567562839460206,14.537988488772083,21.928293984184922,2.7755575615628914e-17
low,3,13,0.229416,0.22941600000000004,74,1.6492496324070136,3.3105523331537947,5.651666062994172,6.519477150051852,11.9731430392527,2.7755575615628914e-17
low,3,14,0.229416,0.22941600000000006,75,3.1895489245008317,1.011085528286216,1.4898886508595666,6.998526525197459,10.599599306301632,5.551115123125783e-17
low,3,15,0.229416,0.229416,76,2.105485158976692,3.42075910630032,-3.5888478147301646,4.642078160844403,8.235589064290027,0.0
low,3,16,0.229416,0.22941599999999995,77,4.660257933556564,2.8550259197563372,-16.166500653222887,35.6367523815005,44.835541320258756,5.551115123125783e-17
low,3,17,0.229416,0.22941600000000004,78,1.0023611555009984,2.9790816443766976,-10.28930998630226,19.445558930432274,23.35603810897408,2.7755575615628914e-17
low,3,18,0.229416,0.22941600000000004,79,2.9028061306296014,2.2978157630339684,-6.891189979359712,9.844532851607294,13.49268379872766,2.7755575615628914e-17
low,3,19,0.229416,0.22941600000000004,80,2.9920460093010703,3.038100374446925,1.6971209589827785,13.753418453784159,21.822791686319615,2.7755575615628914e-17
low,3,20,0.229416,0.22941600000000004,81,2.2927602947819934,1.8907164054057652,-1.0582835271547926,12.139522797122034,14.691731449427042,2.7755575615628914e-17
low,3,21,0.229416,0.22941600000000006,82,1.9559478131656183,2.8455384349608632,-0.021248680623067617,12.097658764708587,13.266738249500436,5.551115123125783e-17
low,3,22,0.229416,0.22941600000000004,83,1.8795781938415876,2.9881202658274324,7.162088719008777,17.823535733700687,23.54403687956046,2.7755575615628914e-17
low,3,23,0.229416,0.229416,84,0.9933721732522391,1.9847754115699177,5.874925644471652,8.48502219334247,12.040419868140845,0.0
low,3,24,0.229416,0.229416,85,3.4055700211236752,2.428649819665303,11.006873013532672,12.83335067249668,21.13914144254862,0.0
low,3,25,0.229416,0.22941599999999995,86,1.6509492052413401,1.4626979329951142,-1.308347438700462,7.819087675904604,12.044059737574635,5.551115123125783e-17
low,3,26,0.229416,0.229416,87,3.5563095779784186,3.855684406122328,4.228815293560774,0.8088708612379609,5.098569273916536,0.0
low,3,27,0.229416,0.22941600000000004,88,3.5197144072826987,2.4228790022818565,-7.378803780347982,9.43276951504886,17.606850782295552,2.7755575615628914e-17
low,3,28,0.229416,0.22941600000000004,89,2.898716145969103,1.6189988297973448,-4.964244857698193,1.7643669806700886,6.869096296120867,2.7755575615628914e-17
low,3,29,0.229416,0.22941600000000004,90,1.442827634817817,1.3045941152301035,8.178885240751931,14.155232989250905,21.25247988129517,2.7755575615628914e-17
low,4,0,0.229416,0.229416,91,1.6442151036954904,1.8528654927749824,3.02757484168892,4.204850061897287,6.578779667182355,0.0
low,4,1,0.229416,0.22941599999999998,92,4.520698097638028,3.3234610137719187,-4.9654298409472295,6.12577117506459,13.571573706859516,2.7755575615628914e-17
low,4,2,0.229416,0.229416,93,3.346688218661197,2.90403701957701,-1.0794066865566634,17.240464244450475,21.166841098074148,0.0
low,4,3,0.229416,0.22941600000000004,94,3.8214203022246256,2.7431077619903665,-8.50250337122518,19.125881774972697,25.76034305905306,2.7755575615628914e-17
low,4,4,0.229416,0.22941600000000004,95,1.760974647738985,1.4102016595973854,6.753495919927962,38.97018183194853,52.51405316503269,2.7755575615628914e-17
low,4,5,0.229416,0.22941599999999998,96,1.701684933870672,3.7104075882933234,1.3787229174325555,5.695581497826387,6.966140884447228,2.7755575615628914e-17
low,4,6,0.229416,0.22941600000000004,97,4.3151653219109996,3.904754726209055,4.218607413871705,4.1810648158260975,7.956229474168969,2.7755575615628914e-17
low,4,7,0.229416,0.2294160000000001,98,3.875522441889178,2.6150048494428315,2.8589822879449422,8.023421605736852,15.212038720329666,8.326672684688674e-17
low,4,8,0.229416,0.22941600000000004,99,3.623569946249326,2.361850877569868,11.079791443935136,22.297435562885436,33.03985429969652,2.7755575615628914e-17
low,4,9,0.229416,0.22941600000000004,100,3.0823007555220547,1.690782032300148,9.718515356181566,18.383886558197148,34.69067598798734,2.7755575615628914e-17
low,4,10,0.229416,0.22941600000000004,101,2.968874236350274,2.6261362779780475,-1.311150769345725,10.910826174270186,13.599349183652416,2.7755575615628914e-17
low,4,11,0.229416,0.22941599999999998,102,3.3102626567314655,2.963158093991309,1.8438754971540505,29.652560193376814,43.07290912363729,2.7755575615628914e-17
low,4,12,0.229416,0.22941600000000004,103,2.614867063523791,1.357488842236258,1.0075841208978722,7.220892401350096,9.140857165802426,2.7755575615628914e-17
low,4,13,0.229416,0.22941599999999998,104,1.4212666222619559,1.5305547423998929,0.0001821176121996615,11.751767837829366,14.417467724753973,2.7755575615628914e-17
low,4,14,0.229416,0.22941600000000004,105,1.1517076803648052,1.8672201359328033,-6.083947849283032,7.62694239097505,12.470464606029875,2.7755575615628914e-17
low,4,15,0.229416,0.229416,106,0.835972150543192,3.853781353861552,1.3085956813377742,6.0939506491777395,6.78657707125394,0.0
low,4,16,0.229416,0.22941600000000004,107,1.4833608296695666,3.21529880848432,4.248253253301484,4.665357706716754,7.850660674333131,2.7755575615628914e-17
low,4,17,0.229416,0.229416,108,1.781166771131145,0.9100403907303782,-1.1471722486736524,6.612287162592039,8.849922536364115,0.0
low,4,18,0.229416,0.22941599999999993,109,3.368134148930001,2.37256449456736,-20.89116192956773,23.898198092258255,61.89991123067001,8.326672684688674e-17
low,4,19,0.229416,0.229416,110,1.2874472216813544,2.9070572215876913,-2.1709839446286425,8.452425785575006,10.816222737321691,0.0
low,4,20,0.229416,0.22941600000000004,111,3.3711147375939987,1.3410232139060367,3.0531656874922235,5.1749629063558045,7.713613382837181,2.7755575615628914e-17
low,4,21,0.229416,0.22941600000000004,112,2.3752399412677976,2.8489747837524613,-2.3816398264961185,18.420094553364848,27.312367544540333,2.7755575615628914e-17
low,4,22,0.229416,0.229416,113,4.378339069466371,1.036491516295232,5.431633904625369,4.528210839952574,11.218729568826298,0.0
low,4,23,0.229416,0.22941600000000004,114,1.4368542621356162,3.5799848983722002,4.048399578176709,6.968772537942931,9.86185889815975,2.7755575615628914e-17
low,4,24,0.229416,0.22941599999999998,115,1.6235877009077457,3.0488780825485344,1.5592844478785384,7.701531648930709,9.872254768376274,2.7755575615628914e-17
low,4,25,0.229416,0.22941599999999998,116,2.3757082598128716,1.9158637044672842,3.7105823435641936,24.542503098279365,33.65961585097329,2.7755575615628914e-17
low,4,26,0.229416,0.22941600000000004,117,2.6959267312221407,1.757865954380181,1.3163522260223122,5.390540269900967,7.262542519899649,2.7755575615628914e-17
low,4,27,0.229416,0.22941599999999998,118,4.75913659691219,2.6532412575833177,4.066613637233265,12.852507465178165,23.457728259091525,2.7755575615628914e-17
low,4,28,0.229416,0.22941599999999998,119,4.360943760760893,2.393059871336755,15.007227780147668,31.965149417947345,57.42012695671828,2.7755575615628914e-17
low,4,29,0.229416,0.22941600000000004,120,3.647413302476018,2.4414681672306,-1.38598775863418,4.366593596887758,7.164289855995294,2.7755575615628914e-17
low,5,0,0.229416,0.229416,121,1.2675894776220265,1.474456238537059,3.5263855421188843,6.899041681740691,12.007807130684327,0.0
low,5,1,0.229416,0.22941599999999995,122,1.4593657191449998,3.047072135975827,-1.4561427853612015,13.067704656913804,16.259955590862145,5.551115123125783e-17
low,5,2,0.229416,0.22941599999999998,123,3.725170579511019,1.7156458718412144,-11.544810142101035,27.613386218666864,46.76721602528624,2.7755575615628914e-17
low,5,3,0.229416,0.22941599999999998,124,1.2454726050098774,3.1855087516339617,-1.3079998079050166,3.3824059468260423,4.827317225604183,2.7755575615628914e-17
low,5,4,0.229416,0.229416,125,2.9282492482981937,0.9840982245378872,-1.4967442517749892,16.278595382479622,29.451803081066135,0.0
low,5,5,0.229416,0.229416,126,1.241722934314236,1.2100610305088013,-4.872417238474005,11.61703127414115,14.846979074989838,0.0
low,5,6,0.229416,0.22941599999999995,127,3.000099943809639,0.9278815172799174,-4.755783630503108,16.4986239216932,24.573609189817088,5.551115123125783e-17
low,5,7,0.229416,0.22941600000000006,128,4.439875579971671,1.6420635187117245,-3.6176866579391507,6.8317305115292735,13.54829850176874,5.551115123125783e-17
low,5,8,0.229416,0.229416,129,3.196232825610709,1.6584312826044831,-4.300027122139261,3.6410005349699848,8.835140814216906,0.0
low,5,9,0.229416,0.229416,130,1.394847130122311,1.796941955608288,-0.7887980780121002,7.802115179801914,9.88646236991546,0.0
low,5,10,0.229416,0.22941599999999998,131,3.5306451429813466,3.8339493306888635,0.7747832464370408,12.037477587794646,16.368413229939645,2.7755575615628914e-17
low,5,11,0.229416,0.22941599999999998,132,4.079796374928358,2.0196625338218928,-4.110837275640516,4.083948444137387,8.342765092618498,2.7755575615628914e-17
low,5,12,0.229416,0.229416,133,2.5619361886645637,1.2149147497112667,-1.2084766390751114,4.064464970317539,6.322558321374741,0.0
low,5,13,0.229416,0.22941600000000006,134,4.207895230496057,2.2328455835108647,2.118459178588481,7.08079672229303,12.116462452646934,5.551115123125783e-17
low,5,14,0.229416,0.229416,135,3.577581558289852,1.8486230409620956,-14.073744908868639,70.23942875122542,102.3915287559651,0.0
low,5,15,0.229416,0.22941600000000004,136,1.4435069349791458,1.2741370510853167,1.7087072452222116,7.5834320561474,11.33087256767334,2.7755575615628914e-17
low,5,16,0.229416,0.22941599999999998,137,4.764170874102513,1.0833408901231516,0.06594937893422426,13.479392611211997,24.471542517459692,2.7755575615628914e-17
low,5,17,0.229416,0.22941600000000004,138,3.9472374975384925,3.0567363568445263,-1.1207487432846672,18.790861569924257,23.380425835826436,2.7755575615628914e-17
low,5,18,0.229416,0.22941599999999998,139,2.8620420275998146,3.2103834905633253,-2.9374235179169594,7.07487192923189,10.600834507512085,2.7755575615628914e-17
low,5,19,0.229416,0.22941600000000004,140,3.9412031692846856,1.1479434236828874,-1.2705558383592468,15.516259088539902,28.6980467585184,2.7755575615628914e-17
low,5,20,0.229416,0.22941599999999998,141,4.653019032596926,2.47166367243398,-2.381075880967042,4.088142006142512,7.918039921406599,2.7755575615628914e-17
low,5,21,0.229416,0.2294160000000001,142,4.588658404212535,2.5849841145155352,35.34257326930083,114.21211248502877,190.97888041525175,8.326672684688674e-17
low,5,22,0.229416,0.229416,143,3.8985708389326916,1.887855170153992,-9.948363870681275,27.647690437203845,43.693904463815876,0.0
low,5,23,0.229416,0.22941599999999998,144,1.1920450435160308,3.6510176430338515,6.440898963049659,29.1959985873647,35.853795863585596,2.7755575615628914e-17
low,5,24,0.229416,0.22941600000000006,145,1.988776180199482,0.8064953586752314,7.535576436668513,44.78207334854002,72.63541632769714,5.551115123125783e-17
low,5,25,0.229416,0.22941600000000006,146,2.8920596280317605,2.7805022887242825,-1.6344481648613014,3.8196539498037745,6.780932303408257,5.551115123125783e-17
low,5,26,0.229416,0.22941599999999998,147,2.340121391470661,2.8255403742373257,3.6973979402605757,2.867074758244104,5.962979461093679,2.7755575615628914e-17
low,5,27,0.229416,0.229416,148,3.2167045793711866,1.248986903208264,0.9793059181080794,25.767798221029864,40.93585833496413,0.0
low,5,28,0.229416,0.22941600000000004,149,4.501491714101981,3.935051530617331,9.281031964733371,36.15332493325131,55.3842761742475,2.7755575615628914e-17
low,5,29,0.229416,0.229416,150,4.616052541983292,1.625509252080792,-1.2634588088502214,5.5690010175096445,8.974056943972252,0.0
low,6,0,0.229416,0.22941600000000004,151,4.033136128869249,1.365829443516238,0.7376632372995304,4.400574569770949,8.24227461683969,2.7755575615628914e-17
low,6,1,0.229416,0.22941600000000004,152,4.784656650331477,3.179660328994461,1.9469810956196858,1.500287515141402,4.072791146835232,2.7755575615628914e-17
low,6,2,0.229416,0.22941600000000006,153,1.4203393822649475,2.4933900872027843,-2.5083293333140704,5.499515456261222,7.709500734810913,5.551115123125783e-17
low,6,3,0.229416,0.229416,154,2.932439827142497,2.817761943503445,3.2104753643556347,5.512010916709323,9.940144856552612,0.0
low,6,4,0.229416,0.22941599999999995,155,3.5397705683488887,3.7475934875667924,4.137081060098805,17.731840747295063,29.33253986511666,5.551115123125783e-17
low,6,5,0.229416,0.22941599999999998,156,2.1172019361323393,2.588801131705665,-2.7870194452755968,21.90553307989195,27.477385526564376,2.7755575615628914e-17
low,6,6,0.229416,0.22941600000000004,157,4.149088671673119,2.672705831381914,1.2075176338484899,12.630362235161831,19.923965219851343,2.7755575615628914e-17
low,6,7,0.229416,0.22941599999999995,158,1.2043312314866625,1.2960215518583753,5.404731778581192,13.666044888246946,18.76338655985892,5.551115123125783e-17
low,6,8,0.229416,0.22941599999999998,159,4.113154775769355,1.4284547626602841,1.791298008033508,2.7048160095301124,6.709986998584995,2.7755575615628914e-17
low,6,9,0.229416,0.22941599999999998,160,4.3002498641631295,1.8349906396910791,3.243835260478399,3.7219806758649936,10.494448024719134,2.7755575615628914e-17
low,6,10,0.229416,0.22941599999999998,161,4.750829143873482,1.9238662960676358,2.9518071871416285,7.0527632151173565,9.393775915228165,2.7755575615628914e-17
low,6,11,0.229416,0.229416,162,2.1482003465388706,3.2184165791444075,-2.636860001883074,2.1432669386195684,4.711889589823268,0.0
low,6,12,0.229416,0.22941599999999998,163,3.6936481904147422,2.3170869154027227,-4.542154456433421,37.870452056844535,57.285819254536435,2.7755575615628914e-17
low,6,13,0.229416,0.229416,164,2.2993274733502354,1.7814474603524109,-2.582655677793095,21.229228747033385,31.811056069738193,0.0
low,6,14,0.229416,0.229416,165,4.270136133636574,2.7708806526100593,-0.013876447774254277,9.484506810768126,17.074761472803765,0.0
low,6,15,0.229416,0.229416,166,2.0505039268812104,3.447286661297375,-2.5393392689228267,2.1072889956626315,4.249603532058812,0.0
low,6,16,0.229416,0.229416,167,4.573192003594657,1.3283695962445385,2.1992275957144654,4.121636108591308,9.012251114707324,0.0
low,6,17,0.229416,0.229416,168,3.310754752076183,2.4667078274148606,-4.922529413221211,15.743350125778303,23.718952944400552,0.0
low,6,18,0.229416,0.229416,169,3.6122812738093417,3.704238885217517,3.0372826022794888,5.066916676713516,7.345785140043254,0.0
low,6,19,0.229416,0.22941599999999998,170,1.0211107539107525,1.5259577042712267,1.8573235268806596,7.962544787013046,13.96169004371836,2.7755575615628914e-17
low,6,20,0.229416,0.229416,171,3.5625339493646884,3.630324566090331,-1.6117697570934826,11.57351574475008,18.746511570884035,0.0
low,6,21,0.229416,0.22941600000000006,172,1.4274877467155904,1.1987459815084316,4.297505624134427,4.534880830678072,6.9018820780470405,5.551115123125783e-17
low,6,22,0.229416,0.229416,173,1.191681414120744,3.0694881066147603,-4.1184883964324355,41.063251394085974,51.6998603318835,0.0
low,6,23,0.229416,0.22941599999999998,174,2.732162681489566,3.6682095265991697,-1.4792159853411722,3.56559027367928,5.3934586900598305,2.7755575615628914e-17
low,6,24,0.229416,0.229416,175,4.168768955429235,1.6512471116255694,0.7508593205588033,12.207832366978334,18.294604190384046,0.0
low,6,25,0.229416,0.22941599999999998,176,2.3012388074806207,1.4803358013755816,-2.3215177639028624,3.244184687515054,6.981630817066785,2.7755575615628914e-17
low,6,26,0.229416,0.229416,177,2.911890681875839,3.3145738166021568,0.5879285829227309,12.699095720768943,15.523289464778507,0.0
low,6,27,0.229416,0.22941599999999995,178,3.0033042611743195,0.9227520046268893,4.72816439452509,11.047718630189262,18.503221920190978,5.551115123125783e-17
low,6,28,0.229416,0.22941599999999998,179,4.791911195266982,1.7296875090492148,-0.8449775136205867,5.8681960079881295,10.97551726149767,2.7755575615628914e-17
low,6,29,0.229416,0.229416,180,3.1634370195739825,1.1048408517007489,4.514890410290614,11.681675092476517,21.168242767088405,0.0
moderate,1,0,0.333333,0.333333,181,3.0008970593740383,1.1650866009758731,-0.9044894647811335,10.693805521124329,11.598294985905461,0.0
moderate,1,1,0.333333,0.333333,182,4.481582221940929,1.0011630938266576,-0.9393690833081996,9.977134918394995,10.916504001703194,0.0
moderate,1,2,0.333333,0.333333,183,4.258084124011199,3.656391436260682,7.524984523223573,3.1846797606719512,10.709664283895524,0.0
moderate,1,3,0.333333,0.333333,184,1.0875153401606183,2.4169019758246812,0.9106998701362361,10.529458569365662,11.440158439501898,0.0
moderate,1,4,0.333333,0.333333,185,1.3483249072199488,2.448151846512326,1.9435175804293054,8.853683305070433,10.797200885499738,0.0
moderate,1,5,0.333333,0.33333299999999993,186,3.0793343694057125,2.9615431595012103,22.828084874371164,8.674343124633651,31.502427999004816,5.551115123125783e-17
moderate,1,6,0.333333,0.333333,187,2.564172165059966,2.55969197321673,-0.014422338984738658,9.293031970333598,9.307454309318336,0.0
moderate,1,7,0.333333,0.33333299999999993,188,2.950305993386931,3.327007919501683,8.28907581236854,3.1118177222650636,11.400893534633605,5.551115123125783e-17
moderate,1,8,0.333333,0.333333,189,2.5753787901420724,2.009275189451748,6.700758395035082,22.041730801084817,28.7424891961199,0.0
moderate,1,9,0.333333,0.333333,190,3.929536833382196,2.806997917084338,17.104706058712516,1.6537324534389182,18.758438512151432,0.0
moderate,1,10,0.333333,0.33333300000000005,191,3.0747609424361313,1.6176285640772468,-1.1394741562631978,10.140752433367407,11.280226589630605,5.551115123125783e-17
moderate,1,11,0.333333,0.33333299999999993,192,3.980658676124828,1.9710135335210468,7.7714618616362126,4.053111104783251,11.824572966419463,5.551115123125783e-17
