dataset_id,generation_type,seed,selected_degree,c1,c2,coefficients,n_samples
135,deterministic,1135,1,0.0,1.0,"[1.6738032731420576, 0.32001313120141084]",30
136,deterministic,1136,1,0.3333333333333333,0.6666666666666666,"[0.674088604784682, 0.7311670973094545]",30
137,deterministic,1137,1,0.4285714285714285,0.5714285714285714,"[0.9943117948916824, 0.40793188574428013]",30
138,deterministic,1138,1,0.0,1.0,"[0.6698993016583372, 0.3324701942915903]",30
139,deterministic,1139,1,0.6666666666666666,0.3333333333333333,"[1.3368411245112612, 0.039020684669464616]",30
140,deterministic,1140,1,0.2,0.8,"[0.6598439180367153, 0.07990071354708041]",30
141,deterministic,1141,1,0.8,0.2,"[1.0381287149457412, 0.036962106035578736]",30
142,deterministic,1142,1,0.2,0.8,"[0.9603641938912727, -0.036088905163215224]",30
143,deterministic,1143,2,0.3333333333333333,0.6666666666666666,"[1.4354163680290115, -0.43039921144856247, 0.11581394255987132]",30
144,deterministic,1144,1,1.0,0.0,"[0.7772978877985138, 0.10718196300327096]",30
145,deterministic,1145,1,0.5,0.5,"[0.6308228064186425, 0.4590051858165443]",30
146,deterministic,1146,1,1.0,0.0,"[0.9185206363976962, 0.21644883806579998]",30
147,deterministic,1147,1,0.8,0.2,"[1.562507958513091, -0.14127677993469157]",30
148,deterministic,1148,1,0.8,0.2,"[0.6972387974259776, 0.33520452277558666]",30
149,deterministic,1149,2,0.3333333333333333,0.6666666666666666,"[0.5970115246188766, -0.4083560374313366, 0.27000795351733115]",30
0,stochastic,20000,1,1.0,0.0,"[1.070790785151633, 0.03964774995301677]",30
1,stochastic,20001,1,0.3333333333333333,0.6666666666666666,"[0.5207208911314805, 0.3903073513948651]",30
2,stochastic,20002,1,0.8,0.2,"[1.156555802498641, 0.35148310655004217]",30
3,stochastic,20003,2,0.5,0.5,"[0.4476362041825282, -0.15022698469064524, 0.2713367761194165]",30
4,stochastic,20004,1,0.5714285714285714,0.4285714285714285,"[0.9063055675939052, 0.4430121293880741]",30
5,stochastic,20005,1,0.5,0.5,"[0.7874130422465959, 0.2049415139197646]",30
6,stochastic,20006,1,1.0,0.0,"[1.2613771647813434, 0.06829289274791815]",30
7,stochastic,20007,1,0.2,0.8,"[1.2516026104488223, -0.22061704853360434]",30
8,stochastic,20008,1,0.0,1.0,"[0.824748810567384, 0.3273232965187381]",30
9,stochastic,20009,2,0.4285714285714285,0.5714285714285714,"[1.7773638431016103, -1.0447799389777692, 0.2723145664171839]",30
10,stochastic,20010,1,0.4285714285714285,0.5714285714285714,"[1.8680432707594001, -0.23350292268789863]",30
11,stochastic,20011,1,0.0,1.0,"[0.9767640361383022, 0.4674309450713699]",30
12,stochastic,20012,3,0.4285714285714285,0.5714285714285714,"[0.6567358785009698, -0.3966565141527995, 0.41599770497459276, -0.060644123205553374]",30
13,stochastic,20013,1,0.6666666666666666,0.3333333333333333,"[1.9031438279380226, -0.23059942826367355]",30
14,stochastic,20014,2,0.4285714285714285,0.5714285714285714,"[0.4817839953676984, 0.9363922759762205, -0.14225052290564144]",30
15,stochastic,20015,1,0.4285714285714285,0.5714285714285714,"[1.3316733341022753, 0.08729177689982637]",30
16,stochastic,20016,1,0.5714285714285714,0.4285714285714285,"[0.8651886158431564, 0.1997538010975935]",30
17,stochastic,20017,1,0.8,0.2,"[1.0449567690548933, 0.05937799961829043]",30
18,stochastic,20018,1,0.4285714285714285,0.5714285714285714,"[1.5003603390271039, 0.12446144455420505]",30
19,stochastic,20019,1,0.3333333333333333,0.6666666666666666,"[1.3860486887140036, -0.35197397626746285]",30
20,stochastic,20020,2,0.3333333333333333,0.6666666666666666,"[1.5590952867785701, -0.5703913812048805, 0.1391015914307061]",30
21,stochastic,20021,1,0.0,1.0,"[-0.22061052824450908, 0.9224188656129865]",30
22,stochastic,20022,1,1.0,0.0,"[1.1500842906069966, 0.03193036887841138]",30
23,stochastic,20023,1,0.0,1.0,"[1.3209148225992104, -0.00835804410695878]",30
24,stochastic,20024,1,0.5,0.5,"[1.3390789401085026, 0.06735747851563299]",30
25,stochastic,20025,1,1.0,0.0,"[1.4832355124607972, -0.18420787319876558]",30
26,stochastic,20026,1,0.0,1.0,"[0.9041329095172481, -0.10504415203713599]",30
27,stochastic,20027,1,0.3333333333333333,0.6666666666666666,"[0.6580090456510317, 0.4374769459620958]",30
28,stochastic,20028,1,0.2,0.8,"[1.915854196016373, -0.12096033489559736]",30
29,stochastic,20029,1,0.6666666666666666,0.3333333333333333,"[1.0869936203816914, 0.3763110118286264]",30
30,stochastic,20030,1,0.5,0.5,"[1.9012118028293337, -0.2267358731131737]",30
31,stochastic,20031,2,0.2,0.8,"[1.3691415811849375, -0.32822130216650797, 0.21340294308776994]",30
32,stochastic,20032,1,0.3333333333333333,0.6666666666666666,"[0.7552063733688916, 0.395551818501772]",30
33,stochastic,20033,1,0.2,0.8,"[1.0777905193630275, 0.09329569835884044]",30
34,stochastic,20034,1,0.6666666666666666,0.3333333333333333,"[1.0346221791263577, 0.49423453956222607]",30
35,stochastic,20035,1,0.4285714285714285,0.5714285714285714,"[1.6063144123214739, -0.3276608680079383]",30
36,stochastic,20036,1,0.6666666666666666,0.3333333333333333,"[0.7105290982595444, 0.2679394009870887]",30
37,stochastic,20037,2,0.8,0.2,"[1.5923563637807896, -0.7236142540446984, 0.24320815316673958]",30
38,stochastic,20038,1,0.6666666666666666,0.3333333333333333,"[1.4564864720184496, -0.14868972822347684]",30
39,stochastic,20039,1,0.3333333333333333,0.6666666666666666,"[1.0907682472279672, 0.20038237999725347]",30
40,stochastic,20040,1,0.6666666666666666,0.3333333333333333,"[0.8991528745395947, 0.4855570955046349]",30
41,stochastic,20041,2,0.8,0.2,"[0.4670673641278005, -0.5815984543887444, 0.5621936949521901]",30
42,stochastic,20042,1,0.3333333333333333,0.6666666666666666,"[0.8955523507422367, 0.2200845025195906]",30
43,stochastic,20043,1,0.3333333333333333,0.6666666666666666,"[1.564838126879893, -0.11642243371257677]",30
44,stochastic,20044,1,1.0,0.0,"[1.0703157251203173, 0.055296718920710496]",30
45,stochastic,20045,1,0.4285714285714285,0.5714285714285714,"[1.5466708378380736, -0.12246613880161172]",30
46,stochastic,20046,2,0.8,0.2,"[1.428306207400283, -0.9338595454515495, 0.2412511326526634]",30
47,stochastic,20047,1,1.0,0.0,"[1.674868953114705, -0.42599061208586414]",30
48,stochastic,20048,1,0.8,0.2,"[0.8949473712910034, 0.23956418285215658]",30
49,stochastic,20049,1,1.0,0.0,"[1.1970132768626083, 0.048640741431808195]",30
50,stochastic,20050,1,0.0,1.0,"[0.76701802953776, 0.06584230825360177]",30
51,stochastic,20051,1,1.0,0.0,"[0.7691925457948608, -0.12629410634808844]",30
52,stochastic,20052,1,1.0,0.0,"[1.073842497516645, -0.06342653686877422]",30
53,stochastic,20053,1,0.0,1.0,"[1.4404373780278823, -0.39259766130260604]",30
54,stochastic,20054,1,0.8,0.2,"[1.6596160021293687, -0.025187437804634786]",30
55,stochastic,20055,1,0.3333333333333333,0.6666666666666666,"[1.876794828045355, -0.24703256912536967]",30
56,stochastic,20056,1,0.3333333333333333,0.6666666666666666,"[0.8770556538133316, 0.3112255959859985]",30
57,stochastic,20057,1,0.5714285714285714,0.4285714285714285,"[0.8724267061215684, 0.31227071549923874]",30
58,stochastic,20058,1,0.5714285714285714,0.4285714285714285,"[0.8497096954763168, 0.47714490096936457]",30
59,stochastic,20059,1,0.8,0.2,"[1.3689130085352275, 0.22825593495000213]",30
60,stochastic,20060,1,0.8,0.2,"[0.47986758978387895, 0.3635338372304022]",30
61,stochastic,20061,1,0.2,0.8,"[0.6328848450321751, 0.20491927366544968]",30
62,stochastic,20062,1,0.4285714285714285,0.5714285714285714,"[1.796973739700242, -0.5443938460915487]",30
63,stochastic,20063,1,0.5714285714285714,0.4285714285714285,"[0.8081430754314788, 0.4116816565107552]",30
64,stochastic,20064,2,0.2,0.8,"[1.2412627438478985, -0.9529130614558461, 0.367561082954353]",30
65,stochastic,20065,1,0.2,0.8,"[0.5684433338653492, 0.5142137677347258]",30
66,stochastic,20066,1,0.8,0.2,"[1.6351059708000837, -0.47437082944126735]",30
67,stochastic,20067,1,0.5,0.5,"[0.8397788057892873, 0.20286799934042873]",30
68,stochastic,20068,1,0.0,1.0,"[1.1261461757605211, 0.38731513610152457]",30
69,stochastic,20069,1,0.5,0.5,"[1.1034021644220144, 0.4845787569832806]",30
70,stochastic,20070,1,0.0,1.0,"[1.510718404919804, 0.13536443250008146]",30
71,stochastic,20071,2,0.8,0.2,"[1.207065518965936, -0.36063559438759646, 0.17943209056562792]",30
72,stochastic,20072,1,0.2,0.8,"[1.7878170573286558, 0.29131208485894483]",30
73,stochastic,20073,1,0.5,0.5,"[1.0348680454595323, -0.020197806135484244]",30
74,stochastic,20074,1,1.0,0.0,"[0.9516244115834096, 0.32302662417708866]",30
75,stochastic,20075,1,0.5714285714285714,0.4285714285714285,"[1.030888844568482, 0.3244590201486064]",30
76,stochastic,20076,2,0.0,1.0,"[1.4639199274428396, -0.3640897440848333, 0.11999035210461068]",30
77,stochastic,20077,1,0.5,0.5,"[0.9462003286268785, 0.2614443404321468]",30
78,stochastic,20078,1,1.0,0.0,"[0.7147011504563018, -0.029031089858004604]",30
79,stochastic,20079,1,0.0,1.0,"[0.7340451076849356, 0.7530920017417138]",30
80,stochastic,20080,1,0.3333333333333333,0.6666666666666666,"[1.0966382758869442, 0.08765242626472192]",30
81,stochastic,20081,1,0.3333333333333333,0.6666666666666666,"[1.490845472940489, -0.09415925105361808]",30
82,stochastic,20082,2,0.0,1.0,"[0.625725334479428, -0.41246149256360626, 0.41074700046849594]",30
83,stochastic,20083,1,0.8,0.2,"[1.3591520901830836, -0.1873241508686216]",30
84,stochastic,20084,1,0.3333333333333333,0.6666666666666666,"[0.37020180651105633, 0.3728116668187895]",30
85,stochastic,20085,1,0.8,0.2,"[1.6947272068545025, 0.0032489184877798386]",30
86,stochastic,20086,1,0.2,0.8,"[0.5808827821667715, 0.21993763238547026]",30
87,stochastic,20087,1,0.5,0.5,"[1.0848307610519565, 0.3194371362445742]",30
88,stochastic,20088,1,0.5714285714285714,0.4285714285714285,"[1.1465671976439875, 0.21923332583662886]",30
89,stochastic,20089,1,0.6666666666666666,0.3333333333333333,"[0.5925559862849081, 0.764663146814881]",30
90,stochastic,20090,1,1.0,0.0,"[1.5946839810705604, -0.05704391647048663]",30
91,stochastic,20091,1,0.5,0.5,"[1.4840820585272467, -0.11579837618432434]",30
92,stochastic,20092,1,0.4285714285714285,0.5714285714285714,"[1.0768103083790672, -0.06416600033585783]",30
93,stochastic,20093,1,0.4285714285714285,0.5714285714285714,"[1.1434969759217937, 0.27016339277253165]",30
94,stochastic,20094,1,0.5714285714285714,0.4285714285714285,"[1.1327266830738885, 0.009131317624826817]",30
95,stochastic,20095,1,0.4285714285714285,0.5714285714285714,"[1.2526891267051525, -0.39302012897084704]",30
96,stochastic,20096,2,0.5714285714285714,0.4285714285714285,"[0.5094211601502876, 0.8468666426342639, -0.188848655265779]",30
97,stochastic,20097,1,0.8,0.2,"[1.2169499459846216, 0.3402604331112193]",30
98,stochastic,20098,1,0.2,0.8,"[0.7287509746786424, 0.4485849948719116]",30
99,stochastic,20099,1,0.5714285714285714,0.4285714285714285,"[0.991280001645507, 0.31908541942640933]",30
100,stochastic,20100,1,0.5,0.5,"[1.0755074118734154, 0.42317632984058035]",30
101,stochastic,20101,2,0.3333333333333333,0.6666666666666666,"[1.1834529529509534, -1.0398979129950645, 0.5394642973754148]",30
102,stochastic,20102,1,0.4285714285714285,0.5714285714285714,"[1.0941099592110808, 0.1325777540061044]",30
103,stochastic,20103,1,0.5714285714285714,0.4285714285714285,"[0.8392830388717485, 0.42539273081374307]",30
104,stochastic,20104,1,0.3333333333333333,0.6666666666666666,"[0.7244199108624919, 0.7054906044654512]",30
105,stochastic,20105,1,0.8,0.2,"[0.4286557170434303, 0.45554510596915226]",30
106,stochastic,20106,1,1.0,0.0,"[0.903809119110582, 0.09620629949970777]",30
107,stochastic,20107,1,0.5,0.5,"[0.6321978966372731, 0.23103409691011417]",30
108,stochastic,20108,1,0.0,1.0,"[0.6167484576290743, 0.8768717616905645]",30
109,stochastic,20109,1,0.2,0.8,"[0.47437519786358756, 0.19017302422364288]",30
110,stochastic,20110,1,0.3333333333333333,0.6666666666666666,"[1.076902216354211, 0.008874596078077496]",30
111,stochastic,20111,2,0.2,0.8,"[1.0195934730348186, -0.33285504118534914, 0.1427990102842159]",30
112,stochastic,20112,1,0.5714285714285714,0.4285714285714285,"[0.14250027204507362, 0.6180918024599511]",30
113,stochastic,20113,1,0.5,0.5,"[1.5137991706419833, -0.24771504657037718]",30
114,stochastic,20114,1,0.0,1.0,"[0.9428250425816215, 0.627059113542453]",30
115,stochastic,20115,1,0.5714285714285714,0.4285714285714285,"[1.1630680079383064, -0.009206041999700126]",30
116,stochastic,20116,1,0.4285714285714285,0.5714285714285714,"[0.8542046002435267, 0.22149345339775384]",30
117,stochastic,20117,1,0.3333333333333333,0.6666666666666666,"[1.855463267461066, -0.3379505363899342]",30
118,stochastic,20118,1,0.0,1.0,"[0.8703526198943605, 0.15868282625983887]",30
119,stochastic,20119,1,0.2,0.8,"[0.31577898531616244, 0.6149370888450945]",30
120,stochastic,20120,1,0.5,0.5,"[0.6566601228632525, 0.6762598781001562]",30
121,stochastic,20121,1,0.6666666666666666,0.3333333333333333,"[0.5944958443876659, 0.30144852297891034]",30
122,stochastic,20122,1,0.8,0.2,"[1.1602014486233363, 0.18815405796681678]",30
123,stochastic,20123,1,0.5,0.5,"[1.1139639029010662, 0.40576095458474726]",30
124,stochastic,20124,1,0.8,0.2,"[1.3569231797057733, 0.03134114063373459]",30
125,stochastic,20125,1,0.6666666666666666,0.3333333333333333,"[0.5296306488280309, 0.9203611644442605]",30
126,stochastic,20126,1,0.0,1.0,"[1.044337201800898, 0.13486046225236598]",30
127,stochastic,20127,1,0.4285714285714285,0.5714285714285714,"[0.9678114429668211, -0.015274839039734143]",30
128,stochastic,20128,1,0.5714285714285714,0.4285714285714285,"[1.3076720531377117, -0.1958287088974601]",30
129,stochastic,20129,1,0.8,0.2,"[1.4405585357121158, -0.07246211411819806]",30
130,stochastic,20130,1,0.0,1.0,"[0.9313256410432665, 0.17578424127144246]",30
131,stochastic,20131,1,1.0,0.0,"[0.36167399041912995, 0.6583381765558632]",30
132,stochastic,20132,1,0.2,0.8,"[0.9000913738632295, 0.33640154845423936]",30
133,stochastic,20133,1,0.5714285714285714,0.4285714285714285,"[1.0311389910192876, 0.6284516009171284]",30
134,stochastic,20134,2,0.2,0.8,"[1.732649235637182, -1.0725592398111103, 0.24018759485997296]",30
135,stochastic,20135,1,0.8,0.2,"[1.1331074983486413, 0.14068886650071666]",30
